Job_Role,Company_name,Location,Desired_Experience,Skills_Required,Salary_Expected,Education
"senior analyst
lowe's3.6(60 reviews)",lowe's3.6(60 reviews),['bengaluru'],4 - 6 years,"['key skills', 'spend analysisdata extractionexceldecision supportopportunity identificationproblem solvingsql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :any doctorate in any specialization, doctorate not required']"
"senior business analyst with b1 us visa at compunnel digital, noida
compunnel technology india private limited3.1(57 reviews)
hiring for compunnel digital",compunnel technology india private limited3.1(57 reviews),['noida'],5 - 10 years,"['key skills', 'enterprise applicationsbfsirequirement gatheringbusiness processfrddata modelingbusiness analystrequirement analysissdlctest casesbusiness analysis']",not disclosed,"['education', 'ug :any graduate in any specialization, graduation not required', 'pg :any postgraduate in any specialization, post graduation not required', 'doctorate :doctorate not required, any doctorate in any specialization']"
"business analyst
brookfield global relocation services3.1(24 reviews)",brookfield global relocation services3.1(24 reviews),['bengaluru'],4 - 9 years,"['key skills', 'computer sciencecareer developmentsasprocess improvementworkflowinformation managementdata miningforecastingsalesforcesystem administration']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"big data pyspark developer
nascentvision consultancy services llp",nascentvision consultancy services llp,['delhi ncr'],5 - 8 years,"['key skills', 'pysparkbig data']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"business analyst
pragmasys consulting llp.3.1(28 reviews)",pragmasys consulting llp.3.1(28 reviews),['bengaluru'],3 - 7 years,"['key skills', 'business processtelecomretailbusiness analystsfdcfunctional testingclouduatdata mappingsalesforce']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business analyst
telamon hr solutions",telamon hr solutions,['bengaluru'],10 - 12 years,"['key skills', 'analytical skillssap bobusiness analystbusiness analysisfinancial productsbanking productsdata warehousingsdlcasaprecruitment']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :m.tech in computers']"
"sr. data engineer
talent corner hr services pvt ltd",talent corner hr services pvt ltd,"['nasik', ' mysore', ' indore', ' aurangabad', ' coimbatore', ' visakhapatnam', ' vijayawadaview more']",5 - 7 years,"['key skills', 'hivecloud applicationscost effectivehadoopetlteam managmentdata reportingdata mappingcommunication skillspig']",not disclosed,"['education', 'ug :graduation not required, any graduate in any specialization', 'pg :post graduation not required, any postgraduate in any specialization', 'doctorate :any doctorate in any specialization, doctorate not required']"
"business analyst
varite3.7(34 reviews)",varite3.7(34 reviews),['bengaluru'],5 - 10 years,"['key skills', 'metadataexceldata managementtrend analysisdata collectionagileplsqldata qualitybusiness intelligencereporting tools']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"business analyst
redseer management consulting pvt ltd",redseer management consulting pvt ltd,['bengaluru'],2 - 5 years,"['key skills', 'salesbusiness analystmanagementaction plandata qualityresearchmanagementanalytics']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"senior finops analyst
fiddich consulting",fiddich consulting,['bengaluru'],2 - 7 years,"['key skills', 'project coordinatorerpprocessstrong interpersonal skillsgaaporacle financialsmicrosoftapplicationdata entrycomplex']",not disclosed,"['education', 'ug :b.com in commerce', 'pg :ca in ca, m.com in commerce']"
"senior analyst
smartstream technologies",smartstream technologies,['bengaluru'],1 - 5 years,"['key skills', 'analystadministrationservice levelclient satisfactionoperations analyststatic datareconciliationsatms office']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business analyst
prione business services private limited4.1(93 reviews)",prione business services private limited4.1(93 reviews),['bengaluru'],1 - 2 years,"['key skills', 'front endoperationsconsumer electronicsanalyticaldata miningbusiness servicesbusiness acumenbusiness intelligencebasql']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"business analyst
awign enterprises pvt ltd3.5(15 reviews)",awign enterprises pvt ltd3.5(15 reviews),['bengaluru'],2 - 5 years,"['key skills', 'analytical skillssalesbusiness analystclient engagementdesign developmentdata integritymanagementbusiness intelligencestatisticsanalytics']",not disclosed,"['education', 'ug :any graduate in any specialization, b.tech/b.e. in production/industrial', 'pg :any postgraduate in any specialization']"
"business analyst for the pre-sales/solutions team
nanobi data and analytics pvt ltd3.7(3 reviews)",nanobi data and analytics pvt ltd3.7(3 reviews),['bengaluru'],4 - 6 years,"['key skills', 'supply chaindata scienceanalyticalwritten communicationpresalesbusiness executivefinancial servicesanalyticsreporting toolssales consulting']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :m.tech in computers']"
"business analyst
sapiens international corporation",sapiens international corporation,['bengaluru'],2 - 5 years,"['key skills', 'computer scienceerpdata migrationbillingtest scenariosdata mappingbusiness intelligencems officetechnical supportfinancial services']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"it business analyst
xpheno",xpheno,['bengaluru'],5 - 10 years,"['key skills', 'business processit business analystdata managementcloudagilemanager technologyinfrastructuresdlc']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"business analyst
s-square spenta technologies",s-square spenta technologies,['bengaluru'],2 - 3 years,"['key skills', 'analytical skillsbusiness analystmanagementcataloguingclouddata analyticsbusiness modelingbudgetingcost']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"it business analyst
vtalentglobal",vtalentglobal,['bengaluru'],5 - 7 years,"['key skills', 'business processprocess automationit business analystcorporatequeryquery managementworkflowfile layoutdata entrysalesforce']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :m.tech in computers']"
"business intelligence analyst
cerner healthcare solutions pvt ltd3.5(245 reviews)",cerner healthcare solutions pvt ltd3.5(245 reviews),['bengaluru'],3 - 7 years,"['key skills', 'computer scienceaccountingbusiness intelligence analysthealthcarepower bidata qualitydata analyticsbusiness intelligencemonitoringsql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"risk analyst 2
teamware solutions3.5(82 reviews)",teamware solutions3.5(82 reviews),['bengaluru'],4 - 6 years,"['key skills', 'interpersonal skillsus gaappdffinancial productsreconciliationdata qualitymanagementfinancial servicesproject executionmanagement reporting']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business analyst
diverse lynx",diverse lynx,['bengaluru'],2 - 5 years,"['key skills', 'business analystms accessrevenue assuranceanalyticalnetwork operationsbillingvisiodata miningfinancial servicessql']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"senior analyst - operations
smartstream technologies",smartstream technologies,['bengaluru'],1 - 4 years,"['key skills', 'analystadministrationservice levelclient satisfactionoperations analyststatic datareconciliationsatms office']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"analyst - careers | researchfox
researchfox",researchfox,['bengaluru'],1 - 2 years,"['key skills', 'emailsenior analystanalyticaltoolsmarket researchcxoms officedata mininganalyticssecondary research']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing']"
"associate analyst market research
researchfox",researchfox,['bengaluru'],1 - 6 years,"['key skills', 'emailprimary researchanalyticaltoolsmarket researchcxoms officedata mininganalyticssecondary research']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing']"
"lead analyst
researchfox",researchfox,['bengaluru'],4 - 5 years,"['key skills', 'emailanalyticaltoolsmarket researchcxoms officedata mininglead analystanalyticssecondary research']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing']"
"business systems analyst
powerschool3.4(23 reviews)",powerschool3.4(23 reviews),['bengaluru'],3 - 7 years,"['key skills', 'automationproject implementationtest scriptsdesign reviewagilesalesforce.comdata qualitysubject matter expertmanagementsdlc']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"systems administration senior analyst
ntt data3.6(2029 reviews)",ntt data3.6(2029 reviews),['bengaluru'],5 - 10 years,"['key skills', 'it servicesbusiness processvmwareautomationdata servicesconsultingwindowstroubleshootingsystem administrationauditing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business analyst - ecommerce
embitel",embitel,['bengaluru'],6 - 10 years,"['key skills', 'business analystbusiness analysistechnical writinganalyticalmanager technologytelematicsdata visualizationinformation technologymonitoringautomotive']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"programmer analyst
cognizant3.9(13077 reviews)",cognizant3.9(13077 reviews),['kolkata'],2 - 3 years,"['key skills', 'system integration testingprogrammer analystsoap uisfdc analyticse2e testingfunctional testingsfdc integrationuser acceptance testingperformance testingtest datatest casessfdc configurationsit']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"risk analyst 2
teamware solutions3.5(82 reviews)",teamware solutions3.5(82 reviews),['bengaluru'],6 - 8 years,"['key skills', 'computer scienceobject oriented designautomationgitrdbmscodingapplication programmingdata structuresproduction managerselenium']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :any postgraduate in any specialization']"
"senior analyst research analytics & insights
indegene private limited3.7(226 reviews)",indegene private limited3.7(226 reviews),['bengaluru'],3 - 8 years,"['key skills', 'analystoperational riskcodingpharmahealthcarelife sciencesdata qualitybusiness intelligenceforecastingtechnology operations']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
